#代码	名称	总手	现手	金额	所属行业	市净率	总股本	总市值
600153	建发股份	19.9万	0	1.35亿	 国际贸易	1.37	22.4亿	151亿
600380	健康元	9.11万	0	4941万	 医药行业	2.05	15.5亿	83.5亿
002316	键桥通讯	6.71万	213	6206万	 通讯行业	4.01	3.93亿	36.2亿
600668	尖峰集团	25.2万	0	2.68亿	 水泥建材	2.17	3.44亿	36.5亿
300116	坚瑞消防	626	35	45.4万	 机械行业	2.46	1.60亿	11.6亿
002650	加加食品	1.41万	159	2515万	 食品行业	2.44	2.30亿	41.2亿
300213	佳讯飞鸿	2.02万	118	5394万	 通讯行业	4.56	1.26亿	33.8亿
300193	佳士科技	3.38万	1608	4909万	 机械行业	1.72	2.21亿	32.6亿
002495	佳隆股份	8.74万	561	7234万	 食品行业	2.19	2.82亿	23.4亿
600728	佳都科技	5.45万	0	7828万	 通讯行业	3.66	5.00亿	72.2亿
000922	佳电股份	2.26万	138	1509万	 仪器仪表	2.36	5.24亿	34.6亿
300264	佳创视讯	10.9万	1058	1.50亿	 文化传媒	3.48	1.53亿	21.1亿
002486	嘉麟杰	25.6万	1848	2.26亿	 纺织服装	3.54	4.16亿	36.6亿
300117	嘉寓股份	4.25万	220	3382万	 水泥建材	1.38	2.17亿	17.3亿
002198	嘉应制药	7.62万	485	1.75亿	 医药行业	7.02	2.54亿	56.8亿
002404	嘉欣丝绸	3.94万	598	3024万	 纺织服装	1.64	2.60亿	20.0亿
002462	嘉事堂	1.27万	129	2364万	 医药行业	3.84	2.40亿	44.6亿
000918	嘉凯城	2.02万	701	495万	 房地产	1.03	18.0亿	44.0亿
600622	嘉宝集团	3.81万	10	2240万	 房地产	1.18	5.14亿	30.0亿
601718	际华集团	13.1万	0	3461万	 纺织服装	0.96	38.6亿	101亿
000937	冀中能源	12.1万	1783	7276万	 煤炭采选	0.90	23.1亿	139亿
000856	冀东装备	2.16万	689	1141万	 机械行业	2.60	2.27亿	12.1亿
000401	冀东水泥	5.12万	1050	3803万	 水泥建材	0.85	13.5亿	99.9亿
601218	吉鑫科技	6.17万	25	2642万	 输配电气	1.87	9.92亿	42.1亿
601929	吉视传媒	13.6万	0	1.69亿	 文化传媒	4.25	14.7亿	182亿
600189	吉林森工	2.32万	9	1645万	 木业家具	1.68	3.11亿	21.9亿
000420	吉林化纤	2.97万	28	944万	 化纤行业	9.76	3.78亿	11.9亿
601518	吉林高速	1.19万	0	258万	 高速公路	1.20	12.1亿	26.2亿
000623	吉林敖东	5.47万	838	8895万	 医药行业	1.41	8.94亿	145亿
300022	吉峰农机	11.7万	1703	8530万	 商业百货	4.47	3.57亿	25.7亿
600432	吉恩镍业	8.40万	0	7611万	 有色金属	2.32	8.11亿	72.8亿
000875	吉电股份	4.94万	289	1339万	 电力行业	1.05	14.6亿	39.6亿
300309	吉艾科技	1.62万	95	3271万	 仪器仪表	3.68	2.17亿	43.9亿
002339	积成电子	13.1万	1199	1.46亿	 电子信息	3.50	3.79亿	41.6亿
300024	机器人	4.92万	1343	2.67亿	 机械行业	10.59	2.98亿	161亿
300371	汇中股份	1.20万	54	6864万	 仪器仪表	7.35	4800万	27.2亿
000586	汇源通信	4.14万	543	2791万	 通讯行业	6.34	1.93亿	12.9亿
600605	汇通能源	1.72万	0	1556万	 商业百货	2.77	1.47亿	13.2亿
300368	汇金股份	1.50万	215	5965万	 机械行业	5.14	6190万	24.1亿
600981	汇鸿股份	1.59万	0	629万	 国际贸易	2.31	5.16亿	20.3亿
300282	汇冠股份	1.14万	525	2663万	 电子信息	5.80	7181万	16.6亿
300124	汇川技术	1.10万	305	8164万	 仪器仪表	10.18	3.89亿	295亿
000692	惠天热电	13.5万	1704	9514万	 公用事业	1.56	2.66亿	18.6亿
600573	惠泉啤酒	6.04万	22	4046万	 酿酒行业	1.58	2.50亿	16.8亿
002554	惠博普	14.8万	2453	1.97亿	 石油行业	4.67	4.56亿	59.4亿
300041	回天胶业	1.54万	929	2250万	 化工行业	2.61	1.69亿	24.8亿
002556	辉隆股份	45.6万	3506	5.57亿	 农牧饲渔	3.02	4.78亿	57.6亿
002296	辉煌科技	4.98万	420	1.17亿	 通讯行业	3.66	2.22亿	52.7亿
002496	辉丰股份	8839	148	1471万	 化工行业	2.22	2.45亿	40.3亿
002695	煌上煌	1.92万	168	5019万	 食品行业	2.34	1.24亿	32.4亿
000995	皇台酒业	1.89万	265	1384万	 酿酒行业	8.21	1.77亿	13.1亿
002329	皇氏乳业	3.77万	253	5582万	 食品行业	4.05	2.14亿	31.8亿
600054	黄山旅游	2.62万	0	3157万	 旅游酒店	2.75	4.71亿	56.1亿
600172	黄河旋风	5.60万	9	3577万	 材料行业	1.59	5.33亿	34.0亿
002680	黄海机械	5080	66	1133万	 机械行业	2.55	8000万	17.8亿
601231	环旭电子	5.00万	6	1.06亿	 电子元件	5.92	10.1亿	216亿
600621	华鑫股份	5.11万	42	3069万	 综合行业	2.01	5.24亿	31.3亿
002042	华孚色纺	----	----	----	 化纤行业	1.14	8.33亿	36.8亿
600191	华资实业	1.90万	295	1043万	 食品行业	1.61	4.85亿	26.7亿
300161	华中数控	3.98万	1292	9229万	 机械行业	2.95	1.08亿	25.0亿
000607	华智控股	----	----	----	 仪器仪表	5.59	4.88亿	20.7亿
000693	华泽钴镍	7.69万	703	1.19亿	 有色金属	7.47	5.43亿	82.6亿
600743	华远地产	5.89万	50	1527万	 房地产	1.51	18.2亿	46.5亿
600741	华域汽车	14.6万	0	1.36亿	 汽车行业	1.14	25.8亿	239亿
300271	华宇软件	6131	52	2015万	 电子信息	5.34	1.48亿	48.8亿
000536	华映科技	1.29万	529	2837万	 电子元件	6.52	7.00亿	155亿
002321	华英农业	4.49万	578	2574万	 农牧饲渔	1.63	4.26亿	24.3亿
600744	华银电力	4.67万	0	1508万	 电力行业	1.82	7.12亿	23.0亿
300027	华谊兄弟	18.2万	1417	4.57亿	 文化传媒	9.02	12.1亿	302亿
300071	华谊嘉信	----	----	----	 文化传媒	6.82	1.74亿	50.5亿
000404	华意压缩	18.2万	1595	1.13亿	 机械行业	1.83	5.60亿	34.6亿
600290	华仪电气	13.6万	120	1.46亿	 输配电气	2.97	5.27亿	56.1亿
600240	华业地产	18.1万	15	7967万	 房地产	2.05	14.2亿	62.2亿
002018	华星化工	7.43万	1696	7165万	 化工行业	4.40	12.0亿	114亿
300025	华星创业	----	----	----	 通讯行业	4.56	2.14亿	26.9亿
600801	华新水泥	4.56万	247	4651万	 水泥建材	1.17	9.35亿	95.4亿
600015	华夏银行	26.3万	558	2.15亿	 银行	0.88	89.0亿	724亿
600340	华夏幸福	8.60万	108	1.74亿	 工程建设	4.33	13.2亿	267亿
002630	华西能源	3.32万	221	1.01亿	 机械行业	2.90	1.67亿	50.3亿
000936	华西股份	3.36万	660	1272万	 化纤行业	1.54	7.48亿	27.9亿
300095	华伍股份	1.28万	60	2026万	 机械行业	2.27	1.02亿	16.1亿
000793	华闻传媒	20.9万	2227	2.84亿	 文化传媒	4.20	18.5亿	246亿
600360	华微电子	11.5万	198	5529万	 电子元件	1.79	7.38亿	34.8亿
002185	华天科技	17.0万	2831	1.93亿	 电子元件	4.27	6.50亿	74.4亿
000428	华天酒店	----	----	----	 旅游酒店	3.08	7.19亿	52.0亿
601688	华泰证券	21.9万	30	1.75亿	 券商信托	1.25	56.0亿	442亿
600308	华泰股份	4.44万	0	1205万	 造纸印刷	0.51	11.7亿	31.6亿
002494	华斯股份	1.22万	128	2054万	 纺织服装	1.89	1.14亿	19.0亿
000156	华数传媒	----	----	----	 文化传媒	16.86	11.5亿	293亿
600410	华胜天成	25.6万	0	2.63亿	 电子信息	2.84	6.46亿	66.5亿
600156	华升股份	9.46万	0	4481万	 国际贸易	3.45	4.02亿	19.1亿
002670	华声股份	6.20万	2867	7136万	 家电行业	2.94	2.00亿	22.6亿
000790	华神集团	6.47万	933	5810万	 综合行业	6.16	3.85亿	34.4亿
600055	华润万东	----	----	----	 医药行业	4.53	2.16亿	29.0亿
600062	华润双鹤	2.72万	5	5356万	 医药行业	2.24	5.72亿	112亿
000999	华润三九	3.00万	134	7147万	 医药行业	3.97	9.79亿	232亿
000810	华润锦华	5126	155	809万	 电子信息	4.11	1.30亿	20.5亿
601558	华锐风电	4.70万	10	1936万	 输配电气	1.41	40.2亿	166亿
300110	华仁药业	5.42万	293	6747万	 医药行业	3.93	4.48亿	55.9亿
000069	华侨城Ａ	25.9万	2030	1.14亿	 房地产	1.43	72.7亿	319亿
300074	华平股份	18.8万	2849	5.54亿	 通讯行业	6.59	2.20亿	66.1亿
300350	华鹏飞	1.46万	112	2871万	 交运物流	4.12	8667万	17.0亿
600011	华能国际	16.6万	24	8044万	 电力行业	1.12	141亿	680亿
603128	华贸物流	3.37万	3	3789万	 交运物流	3.53	4.00亿	44.7亿
000850	华茂股份	19.8万	1461	9388万	 纺织服装	1.58	9.44亿	44.2亿
300291	华录百纳	----	----	----	 文化传媒	4.62	1.32亿	46.2亿
600426	华鲁恒升	15.6万	10	9624万	 化工行业	1.02	9.54亿	58.5亿
600375	华菱星马	11.8万	0	1.58亿	 汽车行业	1.85	5.56亿	75.1亿
000932	华菱钢铁	10.7万	244	1842万	 钢铁行业	0.51	30.2亿	51.9亿
600361	华联综超	8.74万	1	4015万	 商业百货	1.00	6.66亿	30.4亿
600882	华联矿业	1.30万	10	976万	 钢铁行业	2.12	3.99亿	29.8亿
000036	华联控股	5.21万	135	1424万	 房地产	1.65	11.2亿	30.6亿
000882	华联股份	88.3万	1.25万	3.11亿	 商业百货	1.27	22.3亿	75.0亿
300045	华力创通	3.09万	162	5835万	 电子信息	6.73	2.68亿	50.1亿
600503	华丽家族	15.2万	67	5769万	 房地产	2.17	11.4亿	42.8亿
002007	华兰生物	3.71万	143	1.02亿	 医药行业	5.36	5.81亿	158亿
000068	华控赛格	10.4万	637	7615万	 电子元件	32.05	8.97亿	65.9亿
000059	华锦股份	14.6万	2468	6948万	 化工行业	0.83	12.0亿	56.4亿
002645	华宏科技	1.18万	208	1901万	 机械行业	2.85	1.20亿	19.3亿
300330	华虹计通	2.48万	87	3824万	 电子信息	4.31	1.21亿	18.6亿
600521	华海药业	3.63万	100	4699万	 医药行业	3.48	7.85亿	102亿
600475	华光股份	4.88万	0	6259万	 机械行业	2.51	2.56亿	32.5亿
000988	华工科技	42.9万	3569	4.04亿	 机械行业	3.19	8.91亿	84.7亿
300180	华峰超纤	9048	86	1320万	 塑胶制品	1.76	1.58亿	22.9亿
002064	华峰氨纶	5.07万	425	4725万	 化纤行业	3.90	7.38亿	68.3亿
600448	华纺股份	4.83万	3	2280万	 纺织服装	3.51	3.20亿	15.0亿
600273	华芳纺织	9.05万	5	6950万	 纺织服装	4.20	3.15亿	23.6亿
600325	华发股份	4.15万	98	2665万	 房地产	0.85	8.17亿	52.2亿
002685	华东重机	1.83万	94	1623万	 机械行业	2.23	2.00亿	17.7亿
000963	华东医药	2.27万	358	9862万	 医药行业	7.61	4.34亿	188亿
002248	华东数控	4.16万	252	3275万	 机械行业	2.05	3.07亿	24.1亿
000727	华东科技	13.5万	4119	7567万	 电子元件	4.97	3.59亿	19.8亿
600850	华东电脑	1.13万	0	2333万	 电子信息	5.46	3.22亿	66.7亿
601113	华鼎股份	3.86万	10	1713万	 化纤行业	1.63	6.40亿	28.3亿
600726	华电能源	1.71万	200	420万	 电力行业	1.75	19.7亿	48.2亿
600027	华电国际	24.0万	1	7234万	 电力行业	1.01	73.7亿	220亿
002035	华帝股份	34.5万	90	4.48亿	 家电行业	3.16	2.99亿	39.3亿
002274	华昌化工	5.74万	17	4239万	 化工行业	1.36	3.33亿	24.7亿
300278	华昌达	----	----	----	 机械行业	2.34	1.73亿	12.8亿
300012	华测检测	3.59万	273	8594万	 仪器仪表	9.47	3.69亿	87.5亿
300133	华策影视	5.57万	606	1.75亿	 文化传媒	10.57	5.81亿	181亿
300323	华灿光电	7.10万	455	1.34亿	 电子元件	3.35	3.00亿	56.8亿
600812	华北制药	9.10万	0	4396万	 医药行业	1.64	13.8亿	66.0亿
000916	华北高速	19.3万	2845	9471万	 高速公路	1.34	10.9亿	53.7亿
002004	华邦颖泰	9.68万	705	1.70亿	 医药行业	2.68	5.81亿	102亿
002463	沪电股份	7.20万	968	2621万	 电子元件	1.49	14.0亿	50.4亿
000548	湖南投资	2.91万	1111	1360万	 房地产	1.58	4.99亿	23.3亿
600731	湖南海利	2.95万	9	2456万	 化工行业	3.40	3.27亿	27.2亿
000722	湖南发展	4.06万	559	2894万	 电力行业	1.46	4.64亿	33.0亿
000422	湖北宜化	8.03万	714	4507万	 化工行业	0.80	8.98亿	50.1亿
000883	湖北能源	8.98万	847	4996万	 电力行业	1.10	26.7亿	149亿
000615	湖北金环	1.75万	239	1259万	 化纤行业	2.46	2.12亿	15.2亿
000665	湖北广电	2.46万	243	3193万	 文化传媒	2.24	3.89亿	50.6亿
300345	红宇新材	1.77万	111	2583万	 机械行业	2.24	9600万	14.0亿
600758	红阳能源	----	----	----	 电力行业	4.64	2.08亿	15.0亿
600367	红星发展	3.59万	17	3260万	 化工行业	2.22	2.91亿	26.1亿
300026	红日药业	2.14万	296	8378万	 医药行业	8.63	3.82亿	151亿
002697	红旗连锁	18.1万	3350	1.97亿	 商业百货	2.50	4.00亿	43.9亿
600400	红豆股份	18.0万	70	9382万	 纺织服装	2.14	5.60亿	29.4亿
000525	红 太 阳	3.81万	244	5274万	 化工行业	2.13	5.07亿	69.7亿
002165	红 宝 丽	4.08万	142	2175万	 化工行业	2.98	5.44亿	28.9亿
600128	弘业股份	3.21万	43	2857万	 国际贸易	1.57	2.47亿	21.8亿
000562	宏源证券	----	----	----	 券商信托	2.20	39.7亿	327亿
600122	宏图高科	86.2万	217	4.27亿	 商业百货	1.01	11.4亿	57.7亿
002062	宏润建设	4.65万	262	2245万	 工程建设	1.37	5.63亿	27.3亿
002720	宏良股份	----	----	----	 纺织服装	----	0	0
002647	宏磊股份	6.37万	4626	6747万	 材料行业	1.76	1.69亿	17.7亿
600885	宏发股份	3.09万	0	7970万	 玻璃陶瓷	6.50	5.32亿	139亿
002683	宏大爆破	4850	50	1320万	 化工行业	4.70	2.19亿	60.0亿
002211	宏达新材	5.91万	1659	2851万	 塑胶制品	2.00	4.32亿	20.8亿
600532	宏达矿业	1.15万	0	832万	 化工行业	2.81	3.96亿	28.5亿
600331	宏达股份	3.79万	10	1560万	 有色金属	6.79	10.3亿	42.2亿
002144	宏达高科	1.21万	89	2515万	 纺织服装	1.95	1.77亿	36.5亿
603002	宏昌电子	6.43万	48	4660万	 化工行业	3.30	4.00亿	28.8亿
002325	洪涛股份	----	----	----	 水泥建材	3.43	7.06亿	59.9亿
600316	洪都航空	9.70万	166	1.69亿	 航天航空	2.67	7.17亿	124亿
600461	洪城水业	4.76万	22	3830万	 公用事业	1.52	3.30亿	26.2亿
600566	洪城股份	1.75万	0	4197万	 医药行业	3.06	7.81亿	187亿
300176	鸿特精密	7657	25	942万	 机械行业	2.37	1.07亿	13.2亿
002541	鸿路钢构	9017	55	987万	 水泥建材	1.32	2.68亿	29.2亿
300219	鸿利光电	6.46万	886	7444万	 电子元件	3.65	2.45亿	28.0亿
002002	鸿达兴业	1.54万	142	1708万	 塑胶制品	2.79	6.07亿	66.4亿
002229	鸿博股份	22.9万	1879	4.85亿	 造纸印刷	7.61	2.98亿	63.3亿
600971	恒源煤电	7.76万	30	4406万	 煤炭采选	0.79	10.0亿	56.4亿
000703	恒逸石化	11.8万	2633	9718万	 化工行业	1.74	11.5亿	92.4亿
002132	恒星科技	3.93万	968	1584万	 材料行业	1.96	5.40亿	21.9亿
300081	恒信移动	2.70万	137	3415万	 通讯行业	2.06	1.34亿	16.9亿
000687	恒天天鹅	3.02万	15	922万	 化纤行业	1.54	7.57亿	23.1亿
000677	恒天海龙	5.01万	840	1380万	 化纤行业	4.04	8.64亿	23.6亿
300157	恒泰艾普	4.27万	110	1.15亿	 石油行业	4.56	3.98亿	109亿
300208	恒顺电气	10.7万	1898	7898万	 输配电气	3.16	2.85亿	21.1亿
600305	恒顺醋业	2.83万	10	5245万	 食品行业	8.50	2.54亿	46.5亿
600570	恒生电子	3.03万	0	6222万	 电子信息	8.73	6.18亿	126亿
600276	恒瑞医药	6.98万	20	2.39亿	 医药行业	7.65	13.6亿	462亿
601100	恒立油缸	2.35万	0	2417万	 机械行业	1.87	6.30亿	64.1亿
000622	恒立实业	2.99万	215	1215万	 机械行业	7.29	4.25亿	17.3亿
002219	恒康医疗	6.48万	831	1.59亿	 医药行业	19.29	6.17亿	146亿
002492	恒基达鑫	3934	16	726万	 交运物流	2.61	1.20亿	22.2亿
300365	恒华科技	1.62万	244	9876万	 电子信息	6.83	4832万	28.9亿
600356	恒丰纸业	2.87万	10	1702万	 造纸印刷	1.00	2.52亿	15.0亿
002591	恒大高新	2.36万	1101	3576万	 化工行业	2.69	1.31亿	20.2亿
002104	恒宝股份	13.7万	1199	2.44亿	 电子信息	8.88	4.41亿	78.4亿
002237	恒邦股份	8.42万	702	1.23亿	 有色金属	2.03	4.55亿	66.4亿
002056	横店东磁	12.6万	777	2.65亿	 电子元件	2.97	4.11亿	84.9亿
600487	亨通光电	2.97万	2	6196万	 通讯行业	1.69	2.07亿	43.7亿
002387	黑牛食品	3.13万	143	2931万	 食品行业	2.14	3.13亿	28.9亿
600510	黑牡丹	3.37万	37	1840万	 工程建设	0.95	7.96亿	43.1亿
002068	黑猫股份	5.26万	893	2231万	 化工行业	1.62	4.80亿	20.5亿
600179	黑化股份	5.94万	136	3082万	 化工行业	6.67	3.90亿	20.1亿
000923	河北宣工	2.77万	316	1698万	 机械行业	2.21	1.98亿	12.1亿
000709	河北钢铁	14.2万	1408	2497万	 钢铁行业	0.44	106亿	187亿
002383	合众思壮	1.67万	133	3402万	 通讯行业	2.78	1.87亿	38.1亿
002228	合兴包装	1.64万	60	1135万	 造纸印刷	2.59	3.48亿	24.1亿
300048	合康变频	4.12万	727	4196万	 输配电气	2.28	3.38亿	34.2亿
000633	合金投资	----	----	----	 综合行业	10.41	3.85亿	23.1亿
600983	合肥三洋	2.45万	0	3498万	 家电行业	4.06	5.33亿	76.4亿
002208	合肥城建	2.08万	82	1361万	 房地产	1.53	3.20亿	20.7亿
000417	合肥百货	12.8万	1133	7339万	 商业百货	1.52	7.80亿	44.7亿
300141	和顺电气	5.14万	1084	5791万	 输配电气	2.98	1.66亿	18.3亿
300279	和晶科技	5.11万	706	8433万	 电子信息	5.53	1.20亿	19.9亿
300273	和佳股份	1.25万	224	4269万	 医药行业	15.08	4.40亿	149亿
002402	和而泰	2.46万	211	5671万	 电子元件	3.06	1.00亿	23.3亿
603077	和邦股份	3.09万	13	4497万	 化工行业	1.97	4.50亿	64.4亿
002343	禾欣股份	4.22万	370	3773万	 化纤行业	1.51	1.98亿	17.7亿
002290	禾盛新材	----	----	----	 材料行业	2.28	2.11亿	22.1亿
600093	禾嘉股份	6.24万	10	4184万	 汽车行业	5.33	3.22亿	21.5亿
000757	浩物股份	6.06万	469	2909万	 汽车行业	15.52	3.66亿	17.3亿
002356	浩宁达	2405	20	758万	 仪器仪表	2.72	8000万	25.0亿
600640	号百控股	8.10万	3	1.63亿	 旅游酒店	4.42	5.35亿	109亿
002582	好想你	2.20万	233	4229万	 农牧饲渔	2.10	1.48亿	28.3亿
600467	好当家	12.3万	5	6848万	 农牧饲渔	1.40	7.30亿	40.3亿
002595	豪迈科技	9035	100	3488万	 汽车行业	3.55	2.00亿	77.0亿
600271	航天信息	23.0万	0	5.14亿	 电子信息	3.48	9.23亿	204亿
600677	航天通信	13.6万	20	1.87亿	 通讯行业	3.16	4.16亿	57.0亿
000901	航天科技	6.66万	599	1.06亿	 仪器仪表	4.92	2.50亿	39.5亿
600151	航天机电	30.1万	0	2.56亿	 电子元件	2.76	12.5亿	106亿
600343	航天动力	8.32万	0	1.29亿	 机械行业	2.32	3.19亿	49.6亿
600879	航天电子	38.7万	0	3.88亿	 航天航空	2.10	10.4亿	104亿
002025	航天电器	24.5万	5793	4.03亿	 电子元件	3.36	3.30亿	53.5亿
600501	航天晨光	7.72万	0	7888万	 汽车行业	3.32	3.89亿	39.6亿
600855	航天长峰	18.1万	0	3.10亿	 机械行业	7.15	3.32亿	56.9亿
600987	航民股份	3.88万	129	2219万	 纺织服装	1.89	6.35亿	36.4亿
600893	航空动力	14.1万	0	3.33亿	 航天航空	5.87	10.9亿	256亿
600814	杭州解百	1.75万	5	1288万	 商业百货	2.82	3.10亿	22.7亿
002430	杭氧股份	2.57万	245	1944万	 机械行业	1.92	8.12亿	61.3亿
600477	杭萧钢构	1.73万	20	649万	 水泥建材	2.28	4.63亿	17.3亿
002534	杭锅股份	1.10万	202	1374万	 机械行业	1.84	4.01亿	49.6亿
600126	杭钢股份	4.30万	29	1440万	 钢铁行业	0.86	8.39亿	28.0亿
601177	杭齿前进	1.98万	0	1466万	 机械行业	1.71	4.00亿	29.6亿
002158	汉钟精机	1.58万	218	3190万	 机械行业	5.82	2.40亿	48.3亿
300007	汉威电子	----	----	----	 仪器仪表	3.21	1.18亿	20.1亿
002362	汉王科技	7.34万	860	1.15亿	 电子信息	3.85	2.14亿	33.5亿
600774	汉商集团	6026	10	555万	 商业百货	3.07	1.75亿	16.0亿
002412	汉森制药	5590	9	1999万	 医药行业	5.07	1.48亿	52.5亿
002498	汉缆股份	2.65万	233	2222万	 输配电气	2.20	10.7亿	89.2亿
300300	汉鼎股份	5.38万	362	1.58亿	 电子信息	9.21	1.91亿	57.6亿
300170	汉得信息	4.46万	311	9365万	 电子信息	4.35	2.66亿	56.4亿
300199	翰宇药业	----	----	----	 医药行业	10.00	4.00亿	107亿
600267	海正药业	6.85万	0	1.02亿	 医药行业	2.60	8.40亿	124亿
600387	海越股份	3.26万	0	6201万	 石油行业	6.35	3.86亿	73.2亿
002529	海源机械	4.21万	130	5528万	 机械行业	2.11	1.60亿	20.9亿
600583	海油工程	24.7万	0	1.95亿	 工程建设	2.28	44.2亿	344亿
000861	海印股份	2.64万	368	2613万	 塑胶制品	2.85	4.92亿	48.8亿
000921	海信科龙	5.00万	761	5097万	 家电行业	5.07	13.5亿	136亿
600060	海信电器	7.20万	0	7755万	 家电行业	1.51	13.1亿	141亿
002702	海欣食品	1.25万	211	1837万	 食品行业	2.66	1.41亿	20.8亿
600851	海欣股份	5.04万	11	3338万	 纺织服装	2.80	12.1亿	80.0亿
002099	海翔药业	----	----	----	 医药行业	3.16	3.24亿	21.7亿
002320	海峡股份	3.38万	174	3217万	 港口水运	2.12	4.26亿	40.3亿
000078	海王生物	19.9万	1887	1.57亿	 医药行业	3.91	7.32亿	57.4亿
600837	海通证券	55.6万	23	5.22亿	 券商信托	1.45	95.8亿	891亿
603288	海天味业	2.76万	0	1.89亿	 食品行业	9.75	7.49亿	521亿
002023	海特高新	4.35万	162	7561万	 航天航空	3.90	3.37亿	58.2亿
600082	海泰发展	9.64万	30	4475万	 房地产	1.76	6.46亿	29.8亿
002653	海思科	4.38万	322	9352万	 医药行业	12.97	10.8亿	229亿
